gene	outcome	accessions	matched_by	uniprot_primary_symbol
LYPLAL1	member	Q5VWZ2	primary	LYPLAL1
LYRM4	member	Q9HD34	primary	LYRM4
LYRM5	member	Q6IPR1	synonym	ETFRF1
LYRM7	member	Q5U5X0	primary	LYRM7
LYZ	member	P61626	primary	LYZ
LZIC	member	Q8WZA0	primary	LZIC
MACF1	ambiguous	O94854;Q9UPN3		
MACROD1	member	Q9BQ69	primary	MACROD1
MAD1L1	member	Q9Y6D9	primary	MAD1L1
MAEA	member	Q7L5Y9	primary	MAEA
MAGED2	member	Q9UNF1	primary	MAGED2
MAGOH	member	P61326	primary	MAGOH
MAGOHB	member	Q96A72	primary	MAGOHB
MAGT1	member	Q9H0U3	primary	MAGT1
MAMDC2	member	Q7Z304	primary	MAMDC2
MAN2A2	member	P49641	primary	MAN2A2
MAN2B1	member	O00754	primary	MAN2B1
MAN2C1	member	Q9NTJ4	primary	MAN2C1
MANF	member	P55145	primary	MANF
MAOA	member	P21397	primary	MAOA
MAOB	member	P27338	primary	MAOB
MAP1A	member	P78559	primary	MAP1A
MAP1B	member	P46821	primary	MAP1B
MAP1LC3B	member	Q9GZQ8	primary	MAP1LC3B
MAP1LC3B2	member	A6NCE7	primary	MAP1LC3B2
MAP1S	member	Q66K74	primary	MAP1S
MAP2	member	P11137	primary	MAP2
MAP2K1	member	Q02750	primary	MAP2K1
MAP2K2	member	P36507	primary	MAP2K2
MAP2K3	member	P46734	primary	MAP2K3
MAP2K4	member	P45985	primary	MAP2K4
MAP2K6	member	P52564	primary	MAP2K6
MAP4	member	P27816	primary	MAP4
MAP4K4	member	O95819	primary	MAP4K4
MAP7D1	member	Q3KQU3	primary	MAP7D1
MAPK1	member	P28482	primary	MAPK1
MAPK12	member	P53778	primary	MAPK12
MAPK14	member	Q16539	primary	MAPK14
MAPK3	member	P27361	primary	MAPK3
MAPK8IP3	member	Q9UPT6	primary	MAPK8IP3
MAPKAPK2	member	P49137	primary	MAPKAPK2
MAPRE1	member	Q15691	primary	MAPRE1
MAPRE2	member	Q15555	primary	MAPRE2
MAPRE3	member	Q9UPY8	primary	MAPRE3
MAPT	member	P10636	primary	MAPT
MARS	member	P56192	synonym	MARS1
MAST2	member	Q6P0Q8	primary	MAST2
MAST3	member	O60307	primary	MAST3
MAT2A	member	P31153	primary	MAT2A
MAT2B	member	Q9NZL9	primary	MAT2B
MATR3	member	P43243	primary	MATR3
MAVS	member	Q7Z434	primary	MAVS
MB	member	P02144	primary	MB
MBD2	member	Q9UBB5	primary	MBD2
MBLL	member	Q5VZF2	synonym	MBNL2
MBNL1	member	Q9NR56	primary	MBNL1
MBNL2	member	Q5VZF2	primary	MBNL2
MCAM	member	P43121	primary	MCAM
MCAT	member	Q8IVS2	primary	MCAT
MCC	member	P23508	primary	MCC
MCCC1	member	Q96RQ3	primary	MCCC1
MCCC2	member	Q9HCC0	primary	MCCC2
MCEE	member	Q96PE7	primary	MCEE
MCFD2	member	Q8NI22	primary	MCFD2
MCM3	member	P25205	primary	MCM3
MCM6	member	Q14566	primary	MCM6
MCMBP	member	Q9BTE3	primary	MCMBP
MCTS1	member	Q9ULC4	primary	MCTS1
MCU	member	Q8NE86	primary	MCU
MDH1	member	P40925	primary	MDH1
MDH2	member	P40926	primary	MDH2
ME1	member	P48163	primary	ME1
ME2	member	P23368	primary	ME2
ME3	member	Q16798	primary	ME3
MECP2	member	P51608	primary	MECP2
MECR	member	Q9BV79	primary	MECR
MEPCE	member	Q7L2J0	primary	MEPCE
MESDC2	member	Q14696	synonym	MESD
METAP1	member	P53582	primary	METAP1
METAP2	member	P50579	primary	METAP2
METTL7A	member	Q9H8H3	synonym	TMT1A
MFF	member	Q9GZY8	primary	MFF
MFGE8	member	Q08431	primary	MFGE8
MFN1	member	Q8IWA4	primary	MFN1
MFN2	member	O95140	primary	MFN2
MFSD10	member	Q14728	synonym	SLC75A1
MGST2	member	Q99735	primary	MGST2
MGST3	member	O14880	primary	MGST3
MIA3	member	Q5JRA6	primary	MIA3
MIB2	member	Q96AX9	primary	MIB2
MICAL2	member	O94851	primary	MICAL2
MICAL3	member	Q7RTP6	primary	MICAL3
MICALL1	member	Q8N3F8	primary	MICALL1
MICU1	member	Q9BPX6	primary	MICU1
MICU2	member	Q8IYU8	primary	MICU2
MID1	ambiguous	O15344;P29372		
MIEN1	member	Q9BRT3	primary	MIEN1
MIF	ambiguous	P03971;P14174		
MIOS	member	Q9NXC5	primary	MIOS
MIPEP	member	Q99797	primary	MIPEP
MKKS	member	Q9NPJ1	primary	MKKS
MKNK1	member	Q9BUB5	primary	MKNK1
MLEC	member	Q14165	primary	MLEC
MLLT4	member	P55196	synonym	AFDN
MLX	member	Q9UH92	primary	MLX
MLYCD	member	O95822	primary	MLYCD
MMAB	member	Q96EY8	primary	MMAB
MME	member	P08473	primary	MME
MMP28	member	Q9H239	primary	MMP28
MMS19	member	Q96T76	primary	MMS19
MNAT1	member	P51948	primary	MNAT1
MNDA	member	P41218	primary	MNDA
MOB2	member	Q70IA6	primary	MOB2
MOB4	member	Q9Y3A3	primary	MOB4
MOCS2	ambiguous	O96007;O96033		
MOGS	member	Q13724	primary	MOGS
MOV10	member	Q9HCE1	primary	MOV10
MPC1	member	Q9Y5U8	primary	MPC1
MPC2	member	O95563	primary	MPC2
MPDZ	member	O75970	primary	MPDZ
MPI	member	P34949	primary	MPI
MPP1	member	Q00013	primary	MPP1
MPRIP	member	Q6WCQ1	primary	MPRIP
MPST	member	P25325	primary	MPST
MRE11A	member	P49959	synonym	MRE11
MRI1	member	Q9BV20	primary	MRI1
MRPL1	member	Q9BYD6	primary	MRPL1
MRPL11	member	Q9Y3B7	primary	MRPL11
MRPL13	member	Q9BYD1	primary	MRPL13
MRPL14	member	Q6P1L8	primary	MRPL14
MRPL15	ambiguous	P49406;Q9P015		
MRPL16	member	Q9NX20	primary	MRPL16
MRPL17	member	Q9NRX2	primary	MRPL17
MRPL18	member	Q9H0U6	primary	MRPL18
MRPL19	member	P49406	primary	MRPL19
MRPL2	ambiguous	Q5T653;Q9BZE1		
MRPL20	member	Q9BYC9	primary	MRPL20
MRPL22	member	Q9NWU5	primary	MRPL22
MRPL23	member	Q16540	primary	MRPL23
MRPL24	member	Q96A35	primary	MRPL24
MRPL27	ambiguous	Q8IXM3;Q9P0M9		
MRPL3	member	P09001	primary	MRPL3
MRPL30	member	Q8TCC3	primary	MRPL30
MRPL33	member	O75394	primary	MRPL33
MRPL37	member	Q9BZE1	primary	MRPL37
MRPL38	member	Q96DV4	primary	MRPL38
MRPL39	member	Q9NYK5	primary	MRPL39
MRPL4	member	Q9BYD3	primary	MRPL4
MRPL40	member	Q9NQ50	primary	MRPL40
MRPL41	member	Q8IXM3	primary	MRPL41
MRPL43	member	Q8N983	primary	MRPL43
MRPL44	member	Q9H9J2	primary	MRPL44
MRPL45	member	Q9BRJ2	primary	MRPL45
MRPL46	member	Q9H2W6	primary	MRPL46
MRPL47	member	Q9HD33	primary	MRPL47
MRPL48	member	Q96GC5	primary	MRPL48
MRPL49	member	Q13405	primary	MRPL49
MRPL50	member	Q8N5N7	primary	MRPL50
MRPL51	member	Q4U2R6	primary	MRPL51
MRPL53	member	Q96EL3	primary	MRPL53
MRPL54	member	Q6P161	primary	MRPL54
MRPL55	member	Q7Z7F7	primary	MRPL55
MRPL57	member	Q9BQC6	primary	MRPL57
MRPL9	member	Q9BYD2	primary	MRPL9
MRPS10	member	P82664	primary	MRPS10
MRPS14	member	O60783	primary	MRPS14
MRPS15	member	P82914	primary	MRPS15
MRPS17	member	Q9Y2R5	primary	MRPS17
MRPS18A	member	Q9NVS2	primary	MRPS18A
MRPS18B	member	Q9Y676	primary	MRPS18B
MRPS2	member	Q9Y399	primary	MRPS2
MRPS21	member	P82921	primary	MRPS21
MRPS22	member	P82650	primary	MRPS22
MRPS23	member	Q9Y3D9	primary	MRPS23
MRPS24	member	Q96EL2	primary	MRPS24
MRPS25	member	P82663	primary	MRPS25
MRPS26	member	Q9BYN8	primary	MRPS26
MRPS27	member	Q92552	primary	MRPS27
MRPS28	ambiguous	P82673;Q9Y2Q9		
MRPS30	member	Q9NP92	primary	MRPS30
MRPS31	member	Q92665	primary	MRPS31
MRPS33	member	Q9Y291	primary	MRPS33
MRPS34	member	P82930	primary	MRPS34
MRPS35	ambiguous	P82673;Q9Y2Q9		
MRPS36	member	P82909	synonym	KGD4
MRPS5	member	P82675	primary	MRPS5
MRPS6	member	P82932	primary	MRPS6
MRPS7	member	Q9Y2R9	primary	MRPS7
MRPS9	member	P82933	primary	MRPS9
MRRF	member	Q96E11	primary	MRRF
MSH2	member	P43246	primary	MSH2
MSI2	member	Q96DH6	primary	MSI2
MSN	member	P26038	primary	MSN
MSRA	member	Q9UJ68	primary	MSRA
MSRB2	member	Q9Y3D2	primary	MSRB2
MSRB3	member	Q8IXL7	primary	MSRB3
MT-ATP6	member	P00846	primary	MT-ATP6
MT-ATP8	member	P03928	primary	MT-ATP8
MT-CO1	member	P00395	primary	MT-CO1
MT-CO2	member	P00403	primary	MT-CO2
MT-CO3	member	P00414	primary	MT-CO3
MT-CYB	member	P00156	primary	MT-CYB
MT-ND1	member	P03886	primary	MT-ND1
MT-ND2	member	P03891	primary	MT-ND2
MT-ND3	member	P03897	primary	MT-ND3
MT-ND4	ambiguous	C0HME5;P03905		
MT-ND5	member	P03915	primary	MT-ND5
MT-ND6	member	P03923	primary	MT-ND6
MTA2	member	O94776	primary	MTA2
MTAP	member	Q13126	primary	MTAP
MTCH2	member	Q9Y6C9	primary	MTCH2
MTDH	member	Q86UE4	primary	MTDH
MTFP1	member	Q9UDX5	primary	MTFP1
MTFR1L	member	Q9H019	primary	MTFR1L
MTHFD1	member	P11586	primary	MTHFD1
MTHFD1L	member	Q6UB35	primary	MTHFD1L
MTHFD2	member	P13995	primary	MTHFD2
MTHFR	member	P42898	primary	MTHFR
MTHFS	member	P49914	primary	MTHFS
MTHFSD	member	Q2M296	primary	MTHFSD
MTIF2	member	P46199	primary	MTIF2
MTIF3	member	Q9H2K0	primary	MTIF3
MTM1	in_tier1	Q13496	primary	MTM1
MTMR6	member	Q9Y217	primary	MTMR6
MTMR9	member	Q96QG7	primary	MTMR9
MTOR	member	P42345	primary	MTOR
MTPAP	member	Q9NVV4	primary	MTPAP
MTPN	member	P58546	primary	MTPN
MTR	member	Q99707	primary	MTR
MTUS1	member	Q9ULD2	primary	MTUS1
MTUS2	member	Q5JR59	primary	MTUS2
MTX1	member	Q13505	primary	MTX1
MTX2	member	O75431	primary	MTX2
MTX3	member	Q5HYI7	primary	MTX3
MURC	in_tier1	Q5BKX8	synonym	CAVIN4
MUSTN1	member	Q8IVN3	primary	MUSTN1
MUT	member	P22033	synonym	MMUT
MVD	member	P53602	primary	MVD
MVP	member	Q14764	primary	MVP
MX1	member	P20591	primary	MX1
MX2	member	P20592	primary	MX2
MXRA5	member	Q9NR99	primary	MXRA5
MXRA7	member	P84157	primary	MXRA7
MYBBP1A	member	Q9BQG0	primary	MYBBP1A
MYBPC1	in_tier1	Q00872	primary	MYBPC1
MYBPC2	in_tier1	Q14324	primary	MYBPC2
MYBPC3	in_tier1	Q14896	primary	MYBPC3
MYBPH	in_tier1	Q13203	primary	MYBPH
MYCBP	member	Q99417	primary	MYCBP
MYDGF	member	Q969H8	primary	MYDGF
MYEF2	member	Q9P2K5	primary	MYEF2
MYH1	in_tier1	P12882	primary	MYH1
MYH10	member	P35580	primary	MYH10
MYH13	in_tier1	Q9UKX3	primary	MYH13
MYH14	member	Q7Z406	primary	MYH14
MYH15	in_tier1	Q9Y2K3	primary	MYH15
MYH16	member	Q9H6N6	primary	MYH16
MYH2	in_tier1	Q9UKX2	primary	MYH2
MYH3	in_tier1	P11055	primary	MYH3
MYH4	in_tier1	Q9Y623	primary	MYH4
MYH6	in_tier1	P13533	primary	MYH6
MYH7	in_tier1	P12883	primary	MYH7
MYH7B	in_tier1	A7E2Y1	primary	MYH7B
MYH8	in_tier1	P13535	primary	MYH8
MYH9	member	P35579	primary	MYH9
MYL1	in_tier1	P05976	primary	MYL1
MYL12A	member	P19105	primary	MYL12A
MYL12B	in_tier1	O14950	primary	MYL12B
MYL2	in_tier1	P10916	primary	MYL2
MYL3	in_tier1	P08590	primary	MYL3
MYL4	in_tier1	P12829	primary	MYL4
MYL5	member	Q02045	primary	MYL5
MYL6	member	P60660	primary	MYL6
MYL6B	member	P14649	primary	MYL6B
MYL7	in_tier1	Q01449	primary	MYL7
MYL9	in_tier1	P24844	primary	MYL9
MYLK	member	Q15746	primary	MYLK
MYLK2	in_tier1	Q9H1R3	primary	MYLK2
MYLK3	member	Q32MK0	primary	MYLK3
MYLPF	member	Q96A32	synonym	MYL11
MYO18A	ambiguous	O95411;Q92614		
MYO18B	in_tier1	Q8IUG5	primary	MYO18B
MYO1B	member	O43795	primary	MYO1B
MYO1C	ambiguous	O00159;Q12965		
MYO1E	member	Q12965	primary	MYO1E
MYO5A	member	Q9Y4I1	primary	MYO5A
MYO9B	member	Q13459	primary	MYO9B
MYOC	member	Q99972	primary	MYOC
MYOF	member	Q9NZM1	primary	MYOF
MYOM1	in_tier1	P52179	primary	MYOM1
MYOM2	in_tier1	P54296	primary	MYOM2
MYOM3	in_tier1	Q5VTT5	primary	MYOM3
MYOT	in_tier1	Q9UBF9	primary	MYOT
MYOZ1	in_tier1	Q9NP98	primary	MYOZ1
MYOZ2	in_tier1	Q9NPC6	primary	MYOZ2
MYOZ3	in_tier1	Q8TDC0	primary	MYOZ3
MYPN	in_tier1	Q86TC9	primary	MYPN
N6AMT1	member	Q9Y5N5	synonym	HEMK2
NAA15	member	Q9BXJ9	primary	NAA15
NAA25	member	Q14CX7	primary	NAA25
NAA35	member	Q5VZE5	primary	NAA35
NAA50	member	Q9GZZ1	primary	NAA50
NACA	ambiguous	E9PAV3;Q13765		
NADK2	member	Q4G0N4	primary	NADK2
NAE1	member	Q13564	primary	NAE1
NAGA	member	P17050	primary	NAGA
NAGK	member	Q9UJ70	primary	NAGK
NAMPT	member	P43490	primary	NAMPT
NANS	member	Q9NR45	primary	NANS
NAP1L1	member	P55209	primary	NAP1L1
NAP1L4	member	Q99733	primary	NAP1L4
NAPA	ambiguous	O96009;P54920		
NAPG	member	Q99747	primary	NAPG
NAPRT	member	Q6XQN6	primary	NAPRT
NARS	member	O43776	synonym	NARS1
NASP	member	P49321	primary	NASP
NAT10	member	Q9H0A0	primary	NAT10
NATD1	member	Q8N6N6	primary	NATD1
NAV1	member	Q8NEY1	primary	NAV1
NBAS	member	A2RRP1	primary	NBAS
NCAM1	member	P13591	primary	NCAM1
NCBP1	member	Q09161	primary	NCBP1
NCCRP1	member	Q6ZVX7	primary	NCCRP1
NCEH1	member	Q6PIU2	primary	NCEH1
NCKAP1	member	Q9Y2A7	primary	NCKAP1
NCL	member	P19338	primary	NCL
NCLN	member	Q969V3	primary	NCLN
NCOA7	member	Q8NI08	primary	NCOA7
NCOR2	member	Q9Y618	primary	NCOR2
NCS1	member	P62166	primary	NCS1
NCSTN	member	Q92542	primary	NCSTN
NDRG2	member	Q9UN36	primary	NDRG2
NDRG3	member	Q9UGV2	primary	NDRG3
NDUFA1	member	O15239	primary	NDUFA1
NDUFA10	member	O95299	primary	NDUFA10
NDUFA11	member	Q86Y39	primary	NDUFA11
NDUFA12	member	Q9UI09	primary	NDUFA12
NDUFA13	member	Q9P0J0	primary	NDUFA13
NDUFA2	member	O43678	primary	NDUFA2
NDUFA3	member	O95167	primary	NDUFA3
NDUFA4	member	O00483	synonym	COXFA4
NDUFA5	member	Q16718	primary	NDUFA5
NDUFA6	member	P56556	primary	NDUFA6
NDUFA7	member	O95182	primary	NDUFA7
NDUFA8	member	P51970	primary	NDUFA8
NDUFA9	member	Q16795	primary	NDUFA9
NDUFAB1	member	O14561	primary	NDUFAB1
NDUFAF2	member	Q8N183	primary	NDUFAF2
NDUFAF3	member	Q9BU61	primary	NDUFAF3
NDUFAF4	member	Q9P032	primary	NDUFAF4
NDUFAF5	member	Q5TEU4	primary	NDUFAF5
NDUFAF6	member	Q330K2	primary	NDUFAF6
NDUFAF7	member	Q7L592	primary	NDUFAF7
NDUFB1	member	O75438	primary	NDUFB1
NDUFB10	member	O96000	primary	NDUFB10
NDUFB11	member	Q9NX14	primary	NDUFB11
NDUFB2	member	O95178	primary	NDUFB2
NDUFB3	member	O43676	primary	NDUFB3
NDUFB4	member	O95168	primary	NDUFB4
NDUFB5	member	O43674	primary	NDUFB5
NDUFB6	member	O95139	primary	NDUFB6
NDUFB7	member	P17568	primary	NDUFB7
NDUFB8	member	O95169	primary	NDUFB8
NDUFB9	member	Q9Y6M9	primary	NDUFB9
NDUFC1	member	O43677	primary	NDUFC1
NDUFC2	member	O95298	primary	NDUFC2
NDUFC2-KCTD14	member	E9PQ53	primary	NDUFC2-KCTD14
NDUFS1	member	P28331	primary	NDUFS1
NDUFS2	member	O75306	primary	NDUFS2
NDUFS3	member	O75489	primary	NDUFS3
NDUFS4	member	O43181	primary	NDUFS4
NDUFS5	member	O43920	primary	NDUFS5
NDUFS6	member	O75380	primary	NDUFS6
NDUFS7	member	O75251	primary	NDUFS7
NDUFS8	member	O00217	primary	NDUFS8
NDUFV1	member	P49821	primary	NDUFV1
NDUFV2	member	P19404	primary	NDUFV2
NDUFV3	member	P56181	primary	NDUFV3
NEB	in_tier1	P20929	primary	NEB
NEBL	in_tier1	O76041	primary	NEBL
NEDD1	member	Q8NHV4	primary	NEDD1
NEDD8-MDP1	unmapped			
NEK7	member	Q8TDX7	primary	NEK7
NEK9	member	Q8TD19	primary	NEK9
NELFB	member	Q8WX92	primary	NELFB
NEMF	member	O60524	primary	NEMF
NENF	member	Q9UMX5	primary	NENF
NES	member	P48681	primary	NES
NEU2	member	Q9Y3R4	primary	NEU2
NEXN	in_tier1	Q0ZGT2	primary	NEXN
NFIA	member	Q12857	primary	NFIA
NFIC	member	P08651	primary	NFIC
NFIX	member	Q14938	primary	NFIX
NFKB2	member	Q00653	primary	NFKB2
NFS1	member	Q9Y697	primary	NFS1
NFU1	member	Q9UMS0	primary	NFU1
NGLY1	member	Q96IV0	primary	NGLY1
NHLRC2	member	Q8NBF2	primary	NHLRC2
NHP2L1	member	P55769	synonym	SNU13
NID1	member	P14543	primary	NID1
NID2	member	Q14112	primary	NID2
NIF3L1	member	Q9GZT8	primary	NIF3L1
NIFK	member	Q9BYG3	primary	NIFK
NIPBL	member	Q6KC79	primary	NIPBL
NIPSNAP1	member	Q9BPW8	primary	NIPSNAP1
NIPSNAP3A	member	Q9UFN0	primary	NIPSNAP3A
NIPSNAP3B	member	Q9BS92	primary	NIPSNAP3B
NIT1	member	Q86X76	primary	NIT1
NIT2	member	Q9NQR4	primary	NIT2
NKRF	member	O15226	primary	NKRF
NLN	member	Q9BYT8	primary	NLN
NLRX1	member	Q86UT6	primary	NLRX1
NME1	member	P15531	primary	NME1
NME1-NME2	unmapped			
NME2	member	P22392	primary	NME2
NME3	member	Q13232	primary	NME3
NMNAT1	member	Q9HAN9	primary	NMNAT1
NMNAT3	member	Q96T66	primary	NMNAT3
NMT1	member	P30419	primary	NMT1
NNMT	member	P40261	primary	NNMT
NNT	member	Q13423	primary	NNT
NO66	member	Q9H6W3	synonym	RIOX1
NOC2L	member	Q9Y3T9	primary	NOC2L
NOC3L	member	Q8WTT2	primary	NOC3L
NOL3	member	O60936	primary	NOL3
NOLC1	member	Q14978	primary	NOLC1
NOMO2	member	Q5JPE7	primary	NOMO2
NOMO3	member	P69849	primary	NOMO3
NONO	member	Q15233	primary	NONO
NOP2	member	P46087	primary	NOP2
NOP56	member	O00567	primary	NOP56
NOP58	member	Q9Y2X3	primary	NOP58
NOS1	ambiguous	P29475;Q8WY41		
NPC2	member	P61916	primary	NPC2
NPEPL1	member	Q8NDH3	primary	NPEPL1
NPEPPS	member	P55786	primary	NPEPPS
NPLOC4	member	Q8TAT6	primary	NPLOC4
NPM1	member	P06748	primary	NPM1
NPPA	member	P01160	primary	NPPA
NPTN	member	Q9Y639	primary	NPTN
NQO1	member	P15559	primary	NQO1
NQO2	member	P16083	primary	NQO2
NRAP	in_tier1	Q86VF7	primary	NRAP
NRD1	member	O43847	synonym	NRDC
NRP2	ambiguous	O60462;Q99435		
NSDHL	member	Q15738	primary	NSDHL
NSF	member	P46459	primary	NSF
NSFL1C	member	Q9UNZ2	primary	NSFL1C
NSUN2	member	Q08J23	primary	NSUN2
NT5C	member	Q8TCD5	primary	NT5C
NT5C1A	member	Q9BXI3	primary	NT5C1A
NT5C3A	member	Q9H0P0	primary	NT5C3A
NT5DC1	member	Q5TFE4	primary	NT5DC1
NT5DC3	member	Q86UY8	primary	NT5DC3
NTM	member	Q9P121	primary	NTM
NTMT1	member	Q9BV86	primary	NTMT1
NTPCR	member	Q9BSD7	primary	NTPCR
NUBP1	member	P53384	primary	NUBP1
NUBPL	member	Q8TB37	primary	NUBPL
NUCB1	member	Q02818	primary	NUCB1
NUCB2	member	P80303	primary	NUCB2
NUCKS1	member	Q9H1E3	primary	NUCKS1
NUDC	member	Q9Y266	primary	NUDC
NUDCD1	member	Q96RS6	primary	NUDCD1
NUDCD3	member	Q8IVD9	primary	NUDCD3
NUDT16	member	Q96DE0	primary	NUDT16
NUDT19	member	A8MXV4	primary	NUDT19
NUDT2	member	P50583	primary	NUDT2
NUDT21	member	O43809	primary	NUDT21
NUDT5	member	Q9UKK9	primary	NUDT5
NUDT9	member	Q9BW91	primary	NUDT9
NUFIP2	member	Q7Z417	primary	NUFIP2
NUMA1	member	Q14980	primary	NUMA1
NUP107	member	P57740	primary	NUP107
NUP133	member	Q8WUM0	primary	NUP133
NUP153	member	P49790	primary	NUP153
NUP155	member	O75694	primary	NUP155
NUP188	member	Q5SRE5	primary	NUP188
NUP205	member	Q92621	primary	NUP205
NUP210	member	Q8TEM1	primary	NUP210
NUP214	member	P35658	primary	NUP214
NUP35	member	Q8NFH5	primary	NUP35
NUP62	member	P37198	primary	NUP62
NUP85	member	Q9BW27	primary	NUP85
NUP93	member	Q8N1F7	primary	NUP93
NUP98	member	P52948	primary	NUP98
NUTF2	member	P61970	primary	NUTF2
NXF1	member	Q9UBU9	primary	NXF1
NXN	member	Q6DKJ4	primary	NXN
Nbla03646	unmapped			
Nucb2	unmapped			
OAS2	member	P29728	primary	OAS2
OAS3	member	Q9Y6K5	primary	OAS3
OAT	member	P04181	primary	OAT
OBSCN	in_tier1	Q5VST9	primary	OBSCN
OBSL1	in_tier1	O75147	primary	OBSL1
OCIAD1	member	Q9NX40	primary	OCIAD1
OGDH	member	Q02218	primary	OGDH
OGFR	member	Q9NZT2	primary	OGFR
OGN	member	P20774	primary	OGN
OGT	member	O15294	primary	OGT
OLA1	member	Q9NTK5	primary	OLA1
OLFML1	member	Q6UWY5	primary	OLFML1
OMA1	member	Q96E52	primary	OMA1
OPA1	member	O60313	primary	OPA1
OPA3	member	Q9H6K4	primary	OPA3
OPLAH	member	O14841	primary	OPLAH
OPTN	member	Q96CV9	primary	OPTN
ORM1	member	P02763	primary	ORM1
OSBP	member	P22059	primary	OSBP
OSBPL1A	member	Q9BXW6	primary	OSBPL1A
OSBPL6	member	Q9BZF3	primary	OSBPL6
OSBPL9	member	Q96SU4	primary	OSBPL9
OSGEPL1	member	Q9H4B0	primary	OSGEPL1
OTUB1	member	Q96FW1	primary	OTUB1
OTUD4	member	Q01804	primary	OTUD4
OXA1L	member	Q15070	primary	OXA1L
OXCT1	member	P55809	primary	OXCT1
OXLD1	member	Q5BKU9	primary	OXLD1
OXSM	member	Q9NWU1	primary	OXSM
OXSR1	member	O95747	primary	OXSR1
P4HA1	member	P13674	primary	P4HA1
P4HA2	member	O15460	primary	P4HA2
P4HB	member	P07237	primary	P4HB
PA2G4	member	Q9UQ80	primary	PA2G4
PABPC1	member	P11940	primary	PABPC1
PABPC3	member	Q9H361	primary	PABPC3
PABPC4	member	Q13310	primary	PABPC4
PABPN1	member	Q86U42	primary	PABPN1
PACS1	member	Q6VY07	primary	PACS1
PACSIN2	member	Q9UNF0	primary	PACSIN2
PACSIN3	member	Q9UKS6	primary	PACSIN3
PADI2	member	Q9Y2J8	primary	PADI2
PAFAH1B1	member	P43034	primary	PAFAH1B1
PAFAH1B2	member	P68402	primary	PAFAH1B2
PAFAH1B3	member	Q15102	primary	PAFAH1B3
PAICS	member	P22234	primary	PAICS
PAIP1	member	Q9H074	primary	PAIP1
PAK1	ambiguous	Q13153;Q16512		
PAK2	member	Q13177	primary	PAK2
PALLD	in_tier1	Q8WX93	primary	PALLD
PALM	member	O75781	primary	PALM
PALMD	member	Q9NP74	primary	PALMD
PAM	ambiguous	O75592;P19021		
PAM16	member	Q9Y3D7	primary	PAM16
PANK4	member	Q9NVE7	primary	PANK4
PARK7	member	Q99497	primary	PARK7
PARN	member	O95453	primary	PARN
PARP1	member	P09874	primary	PARP1
PARP10	member	Q53GL7	primary	PARP10
PARP14	member	Q460N5	primary	PARP14
PARP4	member	Q9UKK3	primary	PARP4
PARP9	member	Q8IXQ6	primary	PARP9
PARVA	in_tier1	Q9NVD7	primary	PARVA
PARVB	in_tier1	Q9HBI1	primary	PARVB
PBDC1	member	Q9BVG4	primary	PBDC1
PBRM1	member	Q86U86	primary	PBRM1
PBXIP1	member	Q96AQ6	primary	PBXIP1
PCBD1	member	P61457	primary	PCBD1
PCBD2	member	Q9H0N5	primary	PCBD2
PCBP1	member	Q15365	primary	PCBP1
PCBP2	member	Q15366	primary	PCBP2
PCCA	member	P05165	primary	PCCA
PCCB	member	P05166	primary	PCCB
PCDH1	member	Q08174	primary	PCDH1
PCK2	member	Q16822	primary	PCK2
PCM1	ambiguous	Q15154;Q9UIS9		
PCMT1	member	P22061	primary	PCMT1
PCNA	member	P12004	primary	PCNA
PCNP	member	Q8WW12	primary	PCNP
PCNT	member	O95613	primary	PCNT
PCYOX1	member	Q9UHG3	primary	PCYOX1
PCYT1A	member	P49585	primary	PCYT1A
PCYT2	member	Q99447	primary	PCYT2
PDAP1	member	Q13442	primary	PDAP1
PDCD10	member	Q9BUL8	primary	PDCD10
PDCD11	member	Q14690	primary	PDCD11
PDCD5	member	O14737	primary	PDCD5
PDCD6	member	O75340	primary	PDCD6
PDCD6IP	member	Q8WUM4	primary	PDCD6IP
PDCL3	member	Q9H2J4	primary	PDCL3
PDE12	member	Q6L8Q7	primary	PDE12
PDE4D	member	Q08499	primary	PDE4D
PDE4DIP	in_tier1	Q5VU43	primary	PDE4DIP
PDF	ambiguous	Q99988;Q9HBH1		
PDGFRB	member	P09619	primary	PDGFRB
PDHA1	member	P08559	primary	PDHA1
PDHB	member	P11177	primary	PDHB
PDHX	member	O00330	primary	PDHX
PDIA3	member	P30101	primary	PDIA3
PDIA4	member	P13667	primary	PDIA4
PDIA5	member	Q14554	primary	PDIA5
PDIA6	member	Q15084	primary	PDIA6
PDK2	member	Q15119	primary	PDK2
PDK4	member	Q16654	primary	PDK4
PDLIM1	in_tier1	O00151	primary	PDLIM1
PDLIM2	in_tier1	Q96JY6	primary	PDLIM2
PDLIM3	in_tier1	Q53GG5	primary	PDLIM3
PDLIM4	in_tier1	P50479	primary	PDLIM4
PDLIM5	in_tier1	Q96HC4	primary	PDLIM5
PDLIM7	in_tier1	Q9NR12	primary	PDLIM7
PDP1	ambiguous	Q8IY26;Q9P0J1		
PDPR	member	Q8NCN5	primary	PDPR
PDS5B	member	Q9NTI5	primary	PDS5B
PDXDC1	member	Q6P996	primary	PDXDC1
PDXK	member	O00764	primary	PDXK
PDXP	member	Q96GD0	primary	PDXP
PEA15	member	Q15121	primary	PEA15
PEBP1	member	P30086	primary	PEBP1
PEBP4	member	Q96S96	primary	PEBP4
