row_index	identity_cell	gene_cell	entry	entry_token_rank	outcome	tokens_checked	published_share_percent
186	Q9Y6D6;Q9Y6D5;E5RIF2;E5RJB2;E5RHL7;Q99418;Q15438;Q9UIA0;O43739;K7EKA2;E5RJN9;K7ERV8;M0R2J0;F8W8E2;K7ENQ8;G5E9B7;A0A0D9SFG6;Q15438-3;Q15438-2;Q99418-2;O43739-2	ARFGEF1;ARFGEF2	Q9Y6D6	1	member	1:Q9Y6D6:reviewed_human	0.000000
187	P05089;P05089-2;P05089-3	ARG1	P05089	1	member	1:P05089:reviewed_human	0.010847
188	Q07960;H0YE29;E9PNR6	ARHGAP1	Q07960	1	member	1:Q07960:reviewed_human	0.003354
189	Q68EM7;Q68EM7-6;Q68EM7-5;Q68EM7-2;Q68EM7-4;C9IZD3;I3L4P6;I3L4P0;I3L1S9;Q68EM7-3;Q68EM7-7	ARHGAP17	Q68EM7	1	member	1:Q68EM7:reviewed_human	0.000019
190	Q9P227;A0A087WXU2;Q9P227-2	ARHGAP23	Q9P227	1	member	1:Q9P227:reviewed_human	0.000000
191	P98171;E9PCM6;E7EQN5;P98171-2;H7C2Z8;A0A0B4J1X7;C9JLA8;C9J5M2;F8WAR0;S4R352;S4R314	ARHGAP4	P98171	1	member	1:P98171:reviewed_human	0.000000
192	P52565;J3QQX2;J3KTF8;J3KRE2;P52565-2;J3KRY1;J3KS60	ARHGDIA	P52565	1	member	1:P52565:reviewed_human	0.013082
193	P52566;H0YGX7;F5H3P3;F5H2R5;F5H6Q0	ARHGDIB	P52566	1	member	1:P52566:reviewed_human	0.008637
194	Q5VV41	ARHGEF16	Q5VV41	1	member	1:Q5VV41:reviewed_human	0.000000
195	A5YM69	ARHGEF35	A5YM69	1	member	1:A5YM69:reviewed_human	0.000000
196	A1IGU5	ARHGEF37	A1IGU5	1	member	1:A1IGU5:reviewed_human	0.000094
197	Q14155-1;B1ALK7;Q14155-5;Q14155;E9PDQ5;Q14155-6;Q14155-2;Q14155-3;Q15052;E7EUY6;Q15052-2	ARHGEF7	Q14155	1	member	1:Q14155:reviewed_human	0.000001
198	Q9Y4X5;H3BSK4;H3BNB9	ARIH1	Q9Y4X5	1	member	1:Q9Y4X5:reviewed_human	0.014798
199	O95376;C9JZ71;C9JCL4;F8WCS4;C9JBC5	ARIH2	O95376	1	member	1:O95376:reviewed_human	0.000364
200	A0A087WUW9;Q9NXU5;A0A0B4J222;R4GN67	ARL15	Q9NXU5	2	member_via_later_token	1:A0A087WUW9:?/?; 2:Q9NXU5:reviewed_human	0.013028
201	H3BN98;Q15041;H3BPJ2;Q15041-3;H3BTX6;H3BS91;Q15041-2	ARL6IP1	Q15041	2	member_via_later_token	1:H3BN98:unreviewed/9606; 2:Q15041:reviewed_human	0.000082
202	O75915;F8WF90;C9JQU6;F8WF33	ARL6IP5	O75915	1	member	1:O75915:reviewed_human	0.003986
203	Q96BM9;Q9NVJ2;A0A087X2J2;Q9NVJ2-2	ARL8A;ARL8B	Q96BM9	1	member	1:Q96BM9:reviewed_human	0.000000
204	Q8IUR7;Q8IUR7-7;Q8IUR7-2;B7Z637;Q8IUR7-8;Q8IUR7-3;Q8IUR7-6;G5E9V6;G5E9V7;C9JBY2;C9J2I1;C9JAA7;H7C4J4;C9J8P8;H7C5B7;C9J625;H7C5H2	ARMC8	Q8IUR7	1	member	1:Q8IUR7:reviewed_human	0.008216
205	F8W8Y7;Q5H9R4-2;Q5H9R4	ARMCX4	Q5H9R4	2	member_via_later_token	1:F8W8Y7:?/?; 2:Q5H9R4:reviewed_human	0.000000
206	Q9H993;F5GZY1	ARMT1	Q9H993	1	member	1:Q9H993:reviewed_human	0.000046
207	Q92747;E9PF58;Q92747-2;F8WFD3	ARPC1A	Q92747	1	member	1:Q92747:reviewed_human	0.000414
208	O15143	ARPC1B	O15143	1	member	1:O15143:reviewed_human	0.000000
209	O15144;H7C3F9;C9JTV5;G5E9J0;G5E9S7	ARPC2	O15144	1	member	1:O15144:reviewed_human	0.000142
210	O15145;F8VR50;C9JZD1	ARPC3	O15145	1	member	1:O15145:reviewed_human	0.000589
211	P59998;F8WCF6;P59998-3;H7C0A3;F8WDD7;A0A0A6YYG9;P59998-2;R4GN08;P59998-4;F8WE39;F8WDW3	ARPC4;ARPC4-TTLL3	P59998	1	member	1:P59998:reviewed_human	0.000250
212	O15511;B1ALC0;O15511-2	ARPC5	O15511	1	member	1:O15511:reviewed_human	0.000207
213	P49407;P49407-2;E9PM35;H0YET9	ARRB1	P49407	1	member	1:P49407:reviewed_human	0.000139
214	P32121;P32121-3;P32121-4;P32121-5;P32121-2;Q68DZ5;K7ENA6;K7EL17;I3L412;I3L0V6	ARRB2;DKFZp686L0365	P32121	1	member	1:P32121:reviewed_human	0.000000
215	Q8NCT1	ARRDC4	Q8NCT1	1	member	1:Q8NCT1:reviewed_human	0.000007
216	Q93070;H7C2G2;O75899;Q3KZ30	ART4	Q93070	1	member	1:Q93070:reviewed_human	0.000125
217	Q9ULH1;A0A0A0MRE5;Q9ULH1-2;H0YBF7;H0YBM4;O43150;O43150-2;E5RHD7;E5RFD9;Q8TDY4;Q8TDY4-3	ASAP1	Q9ULH1	1	member	1:Q9ULH1:reviewed_human	0.003180
218	P04424;P04424-2;P04424-3;F8W943;H7C0S8	ASL	P04424	1	member	1:P04424:reviewed_human	0.003921
219	O95671;O95671-2;O95671-3	ASMTL	O95671	1	member	1:O95671:reviewed_human	0.000004
220	O43681;A0A087WXS7;K7ERW9	ASNA1	O43681	1	member	1:O43681:reviewed_human	0.011016
221	A6ND91	ASPDH	A6ND91	1	member	1:A6ND91:reviewed_human	0.000211
222	Q9BZE9;Q9BZE9-2;Q9BZE9-3;Q9BZE9-4;J3QL04;J3QR12;J3KRY8;J3QRW3;J3KRG1;J3QR50;J3KRF7;C9JAL9	ASPSCR1	Q9BZE9	1	member	1:Q9BZE9:reviewed_human	0.001683
223	C9J1G9	ATAD2B	Q9ULI0	gene	member_via_gene	1:C9J1G9:unreviewed/9606; gene:ATAD2B:Q9ULI0	0.000000
224	B4E107;F5GXE4;O95260-2;O95260;B4DK25;H0Y5C2	ATE1	O95260	3	member_via_later_token	1:B4E107:unreviewed/9606; 2:F5GXE4:unreviewed/9606; 3:O95260:reviewed_human	0.000020
225	Q2TAZ0;Q2TAZ0-3;H7C3T2;Q2TAZ0-4;Q96BY7	ATG2A	Q2TAZ0	1	member	1:Q2TAZ0:reviewed_human	0.000699
226	Q9NT62;Q9NT62-2;F8WDI0	ATG3	Q9NT62	1	member	1:Q9NT62:reviewed_human	0.002261
227	Q8WYN0;G5E979;A0A0A0MT61;H7BYM2;Q8WYN0-3;Q8WYN0-5;Q8WYN0-2	ATG4A	Q8WYN0	1	member	1:Q8WYN0:reviewed_human	0.001606
228	Q9Y4P1;H7C2A6;C9JIK8;Q9Y4P1-3;Q9Y4P1-4;Q9Y4P1-6;Q9Y4P1-2	ATG4B	Q9Y4P1	1	member	1:Q9Y4P1:reviewed_human	0.000000
229	O95352;O95352-2;O95352-3;C9JFF4;C9J415;H7C2R3;H7BZ92;H7C059;C9JE55;H7C2J8;C9JNU2;C9JKA3;C9JGL2;F8WDY9;H7C369	ATG7	O95352	1	member	1:O95352:reviewed_human	0.005392
230	Q7Z3C6;Q7Z3C6-2;H7C1G6;H7C152;Q7Z3C6-3	ATG9A	Q7Z3C6	1	member	1:Q7Z3C6:reviewed_human	0.000289
231	P31939;P31939-2;H7C1S2;C9JLK0;F8WEF0	ATIC	P31939	1	member	1:P31939:reviewed_human	0.059936
232	Q8NHH9;Q8NHH9-5;Q8NHH9-4;Q8NHH9-2;Q8NHH9-3;B5MCN0;C9JQQ5;H7C3A2;C9JC25	ATL2	Q8NHH9	1	member	1:Q8NHH9:reviewed_human	0.000009
233	Q6DD88;F5H6I7;F5GWF8;G3V334	ATL3	Q6DD88	1	member	1:Q6DD88:reviewed_human	0.001221
234	Q9P241;Q9P241-2	ATP10D	Q9P241	1	member	1:Q9P241:reviewed_human	0.000000
235	P98196;E9PEJ6;H0Y547;H0Y8F0;A0A087WVE8;H0Y624;A2A3G9	ATP11A	P98196	1	member	1:P98196:reviewed_human	0.000522
236	Q9Y2G3;H7C4W6;A0A0C4DG94;H0Y854;H0Y8C7;H7C4E6;H7C575	ATP11B	Q9Y2G3	1	member	1:Q9Y2G3:reviewed_human	0.000137
237	Q8NB49-3;Q8NB49;Q8NB49-2;Q8NB49-4;A0A067XG54;H7C0E8	ATP11C	Q8NB49	1	member	1:Q8NB49:reviewed_human	0.002636
238	P54707-2;P54707;REV__Q15772-1;REV__Q15772	ATP12A	P54707	1	member	1:P54707:reviewed_human	0.006676
239	P05023;P05023-4;P05023-3;P05023-2;P13637;M0R116;A0A0A0MT26;P13637-2;P13637-3;P50993;B1AKY9;H0Y7C1;Q5TC01;Q5TC02;Q5TC05;E9PRA5;P20648;M0QXF2	ATP1A1	P05023	1	member	1:P05023:reviewed_human	0.005994
240	Q13733	ATP1A4	Q13733	1	member	1:Q13733:reviewed_human	0.000019
241	P05026;P05026-2;V9GYR2	ATP1B1	P05026	1	member	1:P05026:reviewed_human	0.002361
242	P14415;I3L3J8;I3L1V9	ATP1B2	P14415	1	member	1:P14415:reviewed_human	0.000034
243	P54709;C9JA36;P54709-2;C9JXZ1;H7C547;F8WBY4;H7C4L9;C9J6S2	ATP1B3	P54709	1	member	1:P54709:reviewed_human	0.000027
244	O14983;O14983-2;O14983-3;H3BUT9	ATP2A1	O14983	1	member	1:O14983:reviewed_human	0.001367
245	P16615;P16615-5;P16615-2;P16615-3;P16615-4;H7C5W9;A0A0C4DH86;J3QSY6;H3BVB2	ATP2A2	P16615	1	member	1:P16615:reviewed_human	0.000716
246	Q93084;Q93084-2;Q93084-4;Q93084-3;Q93084-7;Q93084-6;Q93084-5	ATP2A3	Q93084	1	member	1:Q93084:reviewed_human	0.000000
247	P20020;P20020-6;P20020-3;P20020-4;P20020-5;P20020-2;E7ERY9;H0YHH6;F8W1V5	ATP2B1	P20020	1	member	1:P20020:reviewed_human	0.006028
248	Q16720;Q16720-4;Q16720-2;Q16720-8;Q16720-7;Q16720-6;Q16720-3;Q16720-5	ATP2B3	Q16720	1	member	1:Q16720:reviewed_human	0.000001
249	H7BY13	ATP2B4	P23634	gene	member_via_gene	1:H7BY13:unreviewed/9606; gene:ATP2B4:P23634	0.000000
250	P23634;P23634-8;P23634-6;P23634-7	ATP2B4	P23634	1	member_duplicate_entry	1:P23634:reviewed_human	0.029298
251	P23634-2;P23634-4;P23634-5;P23634-3;H0YDG5;H7BZS8	ATP2B4	P23634	1	member_duplicate_entry	1:P23634:reviewed_human	0.000000
252	P25705;P25705-2;P25705-3;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7EKV9;K7EM08;K7ESA0;A0A0A0MTS3	ATP5A1	P25705	1	member	1:P25705:reviewed_human	0.000005
253	P06576;H0YH81;F8W079;F8W0P7;H0YI37	ATP5B	P06576	1	member	1:P06576:reviewed_human	0.000243
254	P24539;Q5QNZ2	ATP5F1	P24539	1	member	1:P24539:reviewed_human	0.001976
255	O75964;E9PN17	ATP5L	O75964	1	member	1:O75964:reviewed_human	0.000003
256	P48047;H7C068	ATP5O	P48047	1	member	1:P48047:reviewed_human	0.000000
257	Q15904;A0A0C4DGX8;F2Z3L8;A6QRJ1;A6NLC6	ATP6AP1	Q15904	1	member	1:Q15904:reviewed_human	0.000178
258	Q93050-3;Q93050;Q93050-1;B7Z641;B7Z2A9;K7EPG4;K7EM24;F5H1T6;K7ELZ6;K7EN36;K7EQW2;K7ERA0;K7ERA6;Q9Y487	ATP6V0A1	Q93050	1	member	1:Q93050:reviewed_human	0.001155
259	H3BNI4	ATP6V0C	P27449	gene	member_via_gene	1:H3BNI4:unreviewed/9606; gene:ATP6V0C:P27449	0.000000
260	P27449	ATP6V0C	P27449	1	member_duplicate_entry	1:P27449:reviewed_human	0.000117
261	P61421;F5GYQ1;R4GN72;J3QL14;H3BQB4;H3BSG7;H3BQJ1;H3BUQ0;H3BTB5;Q8N8Y2	ATP6V0D1	P61421	1	member	1:P61421:reviewed_human	0.000251
262	P38606;P38606-2;C9JVW8;C9JA17;F8WDJ3	ATP6V1A	P38606	1	member	1:P38606:reviewed_human	0.022393
263	P21281;H0YC04;P15313;C9JL73;E5RGH6;C9J5E3;C9JNS9;H0YAT8;H0YC45;C9JZ02	ATP6V1B2	P21281	1	member	1:P21281:reviewed_human	0.006194
264	Q9Y5K8;G3V2S6;H0YJH8;G3V2V6;G3V559;H0YJS0;G3V3T8;G3V5S7;G3V341;H0YJ55	ATP6V1D	Q9Y5K8	1	member	1:Q9Y5K8:reviewed_human	0.000987
265	P36543;P36543-2;P36543-3;C9J8H1;Q96A05	ATP6V1E1	P36543	1	member	1:P36543:reviewed_human	0.001387
266	Q16864;Q16864-2	ATP6V1F	Q16864	1	member	1:Q16864:reviewed_human	0.001153
267	O75348;O95670;F2Z307;O95670-2	ATP6V1G1	O75348	1	member	1:O75348:reviewed_human	0.001852
268	Q9UI12;Q9UI12-2;G3V126;E5RG49;E5RHH0;E5RJG1;A0A0D9SG68;H0YB41;E5RK31	ATP6V1H	Q9UI12	1	member	1:Q9UI12:reviewed_human	0.006826
269	Q04656;Q04656-5;Q04656-2;Q04656-3;Q04656-4	ATP7A	Q04656	1	member	1:Q04656:reviewed_human	0.001681
270	P35670;E7ET55;F5H748;P35670-4;P35670-3;P35670-2;F5H562	ATP7B	P35670	1	member	1:P35670:reviewed_human	0.000096
271	H0YLC1	ATP8B4	Q8TF62	gene	member_via_gene	1:H0YLC1:unreviewed/9606; gene:ATP8B4:Q8TF62	0.000000
272	Q13535;Q13535-2;Q13535-3	ATR	Q13535	1	member	1:Q13535:reviewed_human	0.000425
273	P46100;A0A087WWG0;A0A096LNW1;A0A096LNL9;P46100-6;P46100-4	ATRX	P46100	1	member	1:P46100:reviewed_human	0.010760
274	P54252;P54252-2;A0A087WXY4;D3VVH9;A0A087X1A8;G3V3R7;F5H211;P54252-4;G3V526;E9PJN5;G3V328;G3V4U9;C9JQV6;A0A0A0MS38;P54252-3;S4R399;G3V2G1;G3V3T6;G3V4F5;G3V2G2;G3V4F4;G3V5H3;P54252-5;G3V3A6;D3VVP3;G3V3T0;D6R9I5;G3V4B1;G3V390;G3V3S5	ATXN3	P54252	1	member	1:P54252:reviewed_human	0.000511
275	Q9Y679;Q9Y679-2;Q9Y679-3	AUP1	Q9Y679	1	member	1:Q9Y679:reviewed_human	0.000143
276	Q9NQS1	AVEN	Q9NQS1	1	member	1:Q9NQS1:reviewed_human	0.000026
277	P61769;H0YL18;H0YLF3;F5H6I0	B2M	P61769	1	member	1:P61769:reviewed_human	0.000035
278	O94766;E9PNA1;G3V150;O94766-2	B3GAT3	O94766	1	member	1:O94766:reviewed_human	0.000000
279	O43505	B4GAT1	O43505	1	member	1:O43505:reviewed_human	0.000000
280	Q9NWV8;J3KQS6;M0R0I0;Q9NWV8-3;M0QXG9;M0R2K3;M0R193;M0R2I2;Q9NWV8-2;M0R3F4;M0R2A4;M0QY17;M0QYV1	BABAM1	Q9NWV8	1	member	1:Q9NWV8:reviewed_human	0.000223
281	Q99933;J3QTA2;Q99933-4;Q99933-3;Q99933-2;C9JYK5;F1LLU6	BAG1	Q99933	1	member	1:Q99933:reviewed_human	0.000713
282	O95816;O95816-2	BAG2	O95816	1	member	1:O95816:reviewed_human	0.000461
283	Q9UL15;Q9UL15-2;G3V274	BAG5	Q9UL15	1	member	1:Q9UL15:reviewed_human	0.000334
284	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1;H0Y710;F6VEM6;F6X9W3;F6U341;F6UR09;A0A0G2JJR8;F6WML8;H0Y4L1;F6U1F2;F6XTU0;F6TC96;H0Y7K4;H0Y759;A0A0G2JJ92	BAG6;BAT3	P46379	1	member	1:P46379:reviewed_human	0.003164
285	O75531;E9PJJ8	BANF1	O75531	1	member	1:O75531:reviewed_human	0.000116
286	P80723;P80723-2	BASP1	P80723	1	member	1:P80723:reviewed_human	0.000000
287	Q07812;K4JQN1;Q07812-5;Q07812-7;Q07812-8;Q07812-2	BAX	Q07812	1	member	1:Q07812:reviewed_human	0.000098
288	K7ERB7	BCAM	P50895	gene	member_via_gene	1:K7ERB7:unreviewed/9606; gene:BCAM:P50895	0.000000
289	P50895;A0A087WXM8;K7ENU8	BCAM	P50895	1	member_duplicate_entry	1:P50895:reviewed_human	0.018934
290	Q9UHQ4;Q9UHQ4-2;C9JTE9;H7C5E2;C9JGJ9;F8WB99;C9IYK6;B7Z2L0;H0Y7N8;C9JP06;F8WDG1	BCAP29	Q9UHQ4	1	member	1:Q9UHQ4:reviewed_human	0.000002
291	Q07817;Q5QP56;Q9H1R6;Q5TE64;Q07817-2;Q07817-3;Q5QP59	BCL2L1	Q07817	1	member	1:Q07817:reviewed_human	0.000065
292	O15155;H7C1N3;C9JTT8;Q68DU7;O15155-2	BET1;DKFZp781C0425	O15155	1	member	1:O15155:reviewed_human	0.000000
293	P55957;P55957-2;P55957-4;B2ZP78;P55957-3	BID	P55957	1	member	1:P55957:reviewed_human	0.010504
294	R4GMW8;P28715;Q86UB2;A0A087WUH0;Q86UB2-2	BIVM-ERCC5;ERCC5;BIVM	P28715	2	member_via_later_token	1:R4GMW8:unreviewed/9606; 2:P28715:reviewed_human	0.000000
295	Q13867;K7ESE8;K7ES02;J3KSD8;J3KS79;K7ENH5;K7EMJ3	BLMH	Q13867	1	member	1:Q13867:reviewed_human	0.036138
296	P53004;C9J1E1	BLVRA	P53004	1	member	1:P53004:reviewed_human	0.089161
297	P30043;M0R192;M0QZL1	BLVRB	P30043	1	member	1:P30043:reviewed_human	1.462227
298	Q9NSY1;Q9NSY1-2;Q9NSY1-3;K4DI97;H0Y9P1;Q5H9B9	BMP2K	Q9NSY1	1	member	1:Q9NSY1:reviewed_human	0.001112
299	Q12981;Q12981-1;Q12981-2;Q12981-3;H0YBK7	BNIP1	Q12981	1	member	1:Q12981:reviewed_human	0.000948
300	Q9H3K6;Q9H3K6-2;H3BV85;H3BTW0;A0A0B4J295;H3BVE0;H3BPT9	BOLA2	Q9H3K6	1	member	1:Q9H3K6:reviewed_human	0.017974
301	P07738;C9JH23	BPGM	P07738	1	member	1:P07738:reviewed_human	0.463135
302	O95861;O95861-4;O95861-2;A6NF51;O95861-3;F8VZG4;F8W1J0;F8VRY7;F8VVW8	BPNT1	O95861	1	member	1:O95861:reviewed_human	0.001381
303	P46736-2;P46736-3;P46736;A0A087WZR3;H9KVA9;A0A0D9SF50;P46736-5;X6RJS7;P46736-4;A0A0A0MS96;H7C413	BRCC3	P46736	1	member	1:P46736:reviewed_human	0.004948
304	Q9NXR7;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;F8W733;C9J2G0;A0A075B7D2	BRE	Q9NXR7	1	member	1:Q9NXR7:reviewed_human	0.000393
305	Q5VW32;Q5VW32-2;F5GXQ0;Q5VW33	BROX	Q5VW32	1	member	1:Q5VW32:reviewed_human	0.004920
306	P55201;C9JDK5;C9JHC0;P55201-4;P55201-3;P55201-2	BRPF1	P55201	1	member	1:P55201:reviewed_human	0.000000
307	Q8TDC3;Q8TDC3-2;K7EM68;J3KNK0	BRSK1	Q8TDC3	1	member	1:Q8TDC3:reviewed_human	0.001571
308	Q9NW68;Q9NW68-2;Q9NW68-7;Q9NW68-3;E9PS77;E9PQA7;Q9NW68-9;Q9NW68-4;Q9NW68-8;Q9NW68-5	BSDC1	Q9NW68	1	member	1:Q9NW68:reviewed_human	0.000039
309	P35613;P35613-2;A0A087X2B5;I3L192	BSG	P35613	1	member	1:P35613:reviewed_human	0.004241
310	P35613-3;R4GMX5;R4GN83	BSG	P35613	1	member_duplicate_entry	1:P35613:reviewed_human	0.000000
311	P35613-4;A0A087WUV8	BSG	P35613	1	member_duplicate_entry	1:P35613:reviewed_human	0.000000
312	Q32M84;Q32M84-2	BTBD16	Q32M84	1	member	1:Q32M84:reviewed_human	0.000000
313	P43251;P43251-4;P43251-3;P43251-2;C9JSN9	BTD	P43251	1	member	1:P43251:reviewed_human	0.000000
314	Q96K17;E9PL10;Q96K17-2	BTF3L4	Q96K17	1	member	1:Q96K17:reviewed_human	0.000211
315	Q7KYR7;Q7KYR7-5;Q7KYR7-1;Q7KYR7-6;Q7KYR7-4;Q7KYR7-3;Q8WVV5;C9JNC3;C9JAJ6;H7BYC3;C9IY66;Q8WVV5-3;Q8WVV5-2	BTN2A1	Q7KYR7	1	member	1:Q7KYR7:reviewed_human	0.000050
316	Q8IVU9	C10orf107	Q8IVU9	1	member	1:Q8IVU9:reviewed_human	0.000000
317	Q96F05;E9PI63;E9PRU5	C11orf24	Q96F05	1	member	1:Q96F05:reviewed_human	0.000000
318	Q9H0W9;E9PLB3;E9PIP1;E9PPB5;A0A087WT99;Q9H0W9-3;E9PR95;E9PSC3;E9PLC5;E9PQS1;Q9H0W9-2	C11orf54	Q9H0W9	1	member	1:Q9H0W9:reviewed_human	0.000063
319	Q53FT3;E9PJB2;E9PPG8	C11orf73	Q53FT3	1	member	1:Q53FT3:reviewed_human	0.000000
320	Q9UKR5	C14orf1	Q9UKR5	1	member	1:Q9UKR5:reviewed_human	0.000008
321	Q8WUR7;H3BQZ5	C15orf40	Q8WUR7	1	member	1:Q8WUR7:reviewed_human	0.000000
322	Q96MC5;H3BTT5;H3BP34;H3BUY6	C16orf45	Q96MC5	1	member	1:Q96MC5:reviewed_human	0.000000
323	Q7Z3J2;H3BTI5;H3BVG8;C9J7I2;F5H7K1;E7EWW0;Q7Z3J2-2	C16orf62	Q7Z3J2	1	member	1:Q7Z3J2:reviewed_human	0.000000
324	A6NNT2	C16orf96	A6NNT2	1	member	1:A6NNT2:reviewed_human	0.000000
325	Q9BSJ5;J3KTJ7;I3L072;Q9BSJ5-2;Q9BSJ5-3	C17orf80	Q9BSJ5	1	member	1:Q9BSJ5:reviewed_human	0.000000
326	Q9UFG5;E7EP72;K7EK56;Q9UFG5-2;K7ER12;K7EQW1;A0A087WUU5;K7ELZ1	C19orf25	Q9UFG5	1	member	1:Q9UFG5:reviewed_human	0.000820
327	Q9NWV4	C1orf123	Q9NWV4	1	member	1:Q9NWV4:reviewed_human	0.003340
328	Q9H425;Q9H425-3;Q9H425-2;E5RFY9;E5RI90	C1orf198	Q9H425	1	member	1:Q9H425:reviewed_human	0.000516
329	Q07021	C1QBP	Q07021	1	member	1:Q07021:reviewed_human	0.000000
330	Q9GZN8;Q9GZN8-2;H7BYU9	C20orf27	Q9GZN8	1	member	1:Q9GZN8:reviewed_human	0.002193
331	Q9Y426;Q9Y426-3;Q9Y426-2	C2CD2	Q9Y426	1	member	1:Q9Y426:reviewed_human	0.000025
332	O14523;O14523-2;E9PK05	C2CD2L	O14523	1	member	1:O14523:reviewed_human	0.003263
333	Q4AC94;F5H0U2;Q4AC94-2;Q4AC94-4;Q4AC94-1;Q4AC94-3	C2CD3	Q4AC94	1	member	1:Q4AC94:reviewed_human	0.002692
334	Q86YS7;Q86YS7-2;Q86YS7-3;Q86YS7-4;Q86YS7-5;H0YGU7;H0YFC4;H0YFE9	C2CD5	Q86YS7	1	member	1:Q86YS7:reviewed_human	0.000155
335	Q9BSF0;H7BZ15;C9JS57	C2orf88	Q9BSF0	1	member	1:Q9BSF0:reviewed_human	0.000107
336	P01024;M0R0Q9;CON__Q2UVX4;M0QXZ3	C3	P01024	1	member	1:P01024:reviewed_human	0.004265
337	A0A0G2JPR0;P0C0L4;P0C0L4-2;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350	C4A	P0C0L4	2	member_via_later_token	1:A0A0G2JPR0:unreviewed/9606; 2:P0C0L4:reviewed_human	0.000137
338	P0C0L5;F5GXS0;A0A0G2JL54	C4B	P0C0L5	1	member	1:P0C0L5:reviewed_human	0.000000
339	P01031	C5	P01031	1	member	1:P01031:reviewed_human	0.000000
340	Q5T699	C6orf183			no_reviewed_human_entry	1:Q5T699:?/?; gene:C6orf183:unmapped	0.000000
341	Q96K31;Q96EF9	C8orf76;ZHX1-C8orf76	Q96K31	1	member	1:Q96K31:reviewed_human	0.000000
342	Q5VYM1;Q5VYM1-3;Q5VYM1-2	C9orf131	Q5VYM1	1	member	1:Q5VYM1:reviewed_human	0.000000
343	Q9BUH6	C9orf142	Q9BUH6	1	member	1:Q9BUH6:reviewed_human	0.000577
344	Q8IXQ3	C9orf40	Q8IXQ3	1	member	1:Q8IXQ3:reviewed_human	0.004948
345	A0A087WX76;Q5SZB4	C9orf50	Q5SZB4	2	member_via_later_token	1:A0A087WX76:unreviewed/9606; 2:Q5SZB4:reviewed_human	0.000000
346	Q5T6V5	C9orf64	Q5T6V5	1	member	1:Q5T6V5:reviewed_human	0.000777
347	E5RFE7	CA1	P00915	gene	member_via_gene	1:E5RFE7:unreviewed/9606; gene:CA1:P00915	0.002178
348	E5RG43	CA1	P00915	gene	member_duplicate_entry	1:E5RG43:unreviewed/9606; gene:CA1:P00915	0.000023
349	E5RIF9;E5RFL2;E5RGU8;E5RII2;E5RHS7	CA1	P00915	gene	member_duplicate_entry	1:E5RIF9:unreviewed/9606; 2:E5RFL2:unreviewed/9606; 3:E5RGU8:unreviewed/9606; 4:E5RII2:unreviewed/9606; 5:E5RHS7:unreviewed/9606; gene:CA1:P00915	0.003170
350	P00915;E5RHP7;E5RH81;H0YBE2;E5RG81;E5RJI8;E5RJF6	CA1	P00915	1	member_duplicate_entry	1:P00915:reviewed_human	5.200145
351	P00918;E5RID5;E5RK37	CA2	P00918	1	member	1:P00918:reviewed_human	1.711194
352	P07451;E5RHI4	CA3	P07451	1	member	1:P07451:reviewed_human	0.046751
353	Q9Y376;A0A087X0K1;Q9H9S4;B7ZBJ4;Q5TAW7;B7ZBJ7;B7ZBJ6;B7ZBJ5	CAB39	Q9Y376	1	member	1:Q9Y376:reviewed_human	0.001852
354	O95180;Q9P0X4;H3BPX6;H3BMW6;H3BUA8;H3BNT0;Q9P0X4-3;Q9P0X4-2;Q9P0X4-4;O95180-2	CACNA1H;CACNA1I	O95180	1	member	1:O95180:reviewed_human	0.000000
355	P27708;F8VPD4;H7BZB3;H7C2E4;H7C3Z5;P31327-2	CAD	P27708	1	member	1:P27708:reviewed_human	0.018339
356	Q9P1Z2;Q9P1Z2-2;Q9P1Z2-3;Q9P1Z2-4;F8VWP8;F8VPN1;F8VUB3;F8VZI3;F8W0X2;F8VRQ9;F8VXS2;F8VQE3	CALCOCO1	Q9P1Z2	1	member	1:Q9P1Z2:reviewed_human	0.000144
357	P62158;H0Y7A7;E7ETZ0;E7EMB3;Q96HY3;M0QZ52;G3V361;F8WBR5;G3V479;G3V226;P27482;C9J7T9;P02585	CALM1;CALM2;CALM3	P27482	11	member_via_later_token	1:P62158:?/?; 2:H0Y7A7:?/?; 3:E7ETZ0:?/?; 4:E7EMB3:unreviewed/9606; 5:Q96HY3:unreviewed/9606; 6:M0QZ52:unreviewed/9606; 7:G3V361:unreviewed/9606; 8:F8WBR5:unreviewed/9606; 9:G3V479:unreviewed/9606; 10:G3V226:unreviewed/9606; 11:P27482:reviewed_human	0.039627
358	Q9NZT1	CALML5	Q9NZT1	1	member	1:Q9NZT1:reviewed_human	0.000066
359	P27797;K7EJB9;K7EL50	CALR	P27797	1	member	1:P27797:reviewed_human	0.010600
360	O43852;O43852-3;O43852-4;O43852-6;O43852-2;O43852-15;O43852-10;H0Y875;O43852-9;O43852-8;O43852-5;O43852-13;O43852-14;O43852-11;O43852-12;O43852-7	CALU	O43852	1	member	1:O43852:reviewed_human	0.000029
